STATEFP,PUMA5CE,PUMANAME,pumacode
08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104
08,04105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105
08,04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106
09,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100
09,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101
09,00102,Stamford & Greenwich Towns,900102
09,00103,"Norwalk, Westport & Darien Towns",900103
09,00104,Bridgeport Town,900104
09,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105
09,00300,Hartford County (North),900300
09,00301,Manchester & East Hartford Towns,900301
09,00302,Hartford Town,900302
09,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303
09,00304,"Bristol, Southington & Burlington Towns",900304
09,00305,"New Britain, Berlin & Plainville Towns",900305
09,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306
09,00500,Litchfield County,900500
09,00700,Middlesex County,900700
09,00900,New Haven County (Northwest),900900
09,00901,Waterbury Town,900901
09,00902,"Meriden, Wallingford & North Haven Towns",900902
09,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903
09,00904,"West Haven, Milford & Orange Towns",900904
09,00905,New Haven Town,900905
09,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns",900906
09,01100,New London County (North),901100
09,01101,New London County (South),901101
09,01300,Tolland County,901300
09,01500,Windham County,901500
10,00101,New Castle County (East Central)--Wilmington City,1000101
10,00102,New Castle County (North)--Hockessin,1000102
10,00103,New Castle County (West Central)--Newark City & Brookside,1000103
10,00104,"New Castle County (South)--Middletown Town, Bear & Glasgow",1000104
10,00200,Kent County--Dover City,1000200
10,00300,Sussex County,1000300
11,00101,Districtof Columbia (West),1100101
11,00102,Districtof Columbia (North),1100102
11,00103,Districtof Columbia (Northeast),1100103
11,00104,Districtof Columbia (East),1100104
11,00105,Districtof Columbia (Central),1100105
12,00101,Alachua County (Central)--Gainesville City (Central),1200101
12,00102,Alachua County (Outer),1200102
12,00500,"Walton, Washington, Holmes & Bay Counties",1200500
12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities",1200901
12,00902,Brevard County (East)--Beaches & Merritt Island,1200902
12,00903,Brevard County (Southwest)--Melbourne & West Melbourne Cities,1200903
12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns",1200904
12,01101,Broward County (West)--Coral Springs & Parkland Cities,1201101
12,01102,Broward County (North Central)--Margate & Coconut Creek Cities,1201102
12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities",1201103
12,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities,1201104
12,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",1201105
12,01106,Broward County (Central)--Plantation & Sunrise Cities,1201106
12,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities,1201107
12,01108,Broward County (East Central)--Fort Lauderdale City (Central),1201108
12,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities,1201109
12,01110,Broward County (Central)--Davie Town & Cooper City,1201110
12,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",1201111
12,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities,1201112
12,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities,1201113
12,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",1201114
12,01500,Charlotte County,1201500
12,01701,Citrus County,1201701
12,01900,Clay County,1201900
12,02101,Collier County (Northwest),1202101
12,02102,Collier County (Southwest),1202102
12,02103,Collier County (East),1202103
12,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",1202300
12,02700,"Southwest Heartland--Highlands (Northwest), De Soto & Hardee Counties",1202700
12,03101,Duval County (Outer)--Jacksonville City (North & West),1203101
12,03102,Duval County (Northwest Central)--Jacksonville City (Northwest),1203102
12,03103,Duval County (North Central)--Jacksonville City (Arlington),1203103
12,03104,Duval County (East)--Jacksonville City (Beaches),1203104
12,03105,Duval County (Southeast)--Jacksonville City (Southeast),1203105
12,03106,Duval County (South Central)--Jacksonville City (Southeast River),1203106
12,03107,Duval County (Southwest Central)--Jacksonville City (Southwest),1203107
12,03301,Escambia County (North),1203301
12,03302,Escambia County (South),1203302
12,03500,Flagler & Volusia (North Central) Counties,1203500
12,05301,Hernando County,1205301
12,05701,Hillsborough County (Central)--Tampa City (Central),1205701
12,05702,Hillsborough County (Southwest)--Tampa City (South),1205702
12,05703,Hillsborough County (Northwest),1205703
12,05704,Hillsborough County (North Central),1205704
12,05705,Hillsborough County (North Central)--Tampa City (North),1205705
12,05706,Hillsborough County (Northeast),1205706
12,05707,Hillsborough County (Central),1205707
12,05708,Hillsborough County (South County),1205708
12,06100,Indian River County,1206100
12,06300,Apalachee Region (Outside Leon County),1206300
12,06901,Lake County (North),1206901
12,06902,Sumter (North) & Lake (North) Counties,1206902
12,06903,Lake (South) & Sumter (South) Counties,1206903
12,07101,Lee County (South & West)--Barrier Islands Region,1207101
12,07102,Lee County (Northwest)--Cape Coral City,1207102
12,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers,1207103
12,07104,Lee County (Central)--Greater Fort Myers City,1207104
12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East),1207105
12,07300,Leon County (Outer),1207300
12,07301,Leon County (Central)--Tallahassee City (Central),1207301
12,08101,Manatee County (North),1208101
12,08102,Manatee County (West Central),1208102
12,08103,Manatee County (South),1208103
12,08301,Marion County (North),1208301
12,08302,Marion County (Central)--Ocala City,1208302
12,08303,Marion County (South Central),1208303
12,08500,Martin County,1208500
12,08601,Miami-Dade County (North Central)--Greater Miami Lakes Town,1208601
12,08602,Miami-Dade County (North Central)--Miami Gardens City (North & West),1208602
12,08603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1208603
12,08604,Miami-Dade County (Northeast)--Aventura City & Surfside Town,1208604
12,08605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1208605
12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1208606
12,08607,Miami-Dade County (Northeast)--Hialeah City (North Central),1208607
12,08608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",1208608
12,08609,Miami-Dade County (Northeast)--Hialeah City (South Central),1208609
12,08610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1208610
12,08611,Miami-Dade County (Northeast Central)--Miami City (North),1208611
12,08612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village,1208612
12,08613,Miami-Dade County (Northeast Central)--Miami City (Downtown),1208613
12,08614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1208614
12,08615,Miami-Dade County (East Central)--Miami City (West),1208615
12,08616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1208616
12,08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1208617
12,08618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1208618
12,08619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1208619
12,08620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1208620
12,08621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",1208621
12,08622,Miami-Dade County (Southwest)--South Miami Heights,1208622
12,08623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1208623
12,08624,Miami-Dade County (South)--Homestead City (North) & Florida City (North),1208624
12,08700,Miami-Dade (South/ Outside Urban Development Boundary) & Monroe Counties,1208700
12,08900,Nassau & Baker Counties,1208900
12,09100,Okaloosa County,1209100
12,09300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1209300
12,09501,Orange County (Northwest),1209501
12,09502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",1209502
12,09503,Orange County (Southwest)--Disney-International Drive Region,1209503
12,09504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle",1209504
12,09505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1209505
12,09506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1209506
12,09507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",1209507
12,09508,Orange County (North Central)--Orlando City (Univ.of Central Florida) & Union Park,1209508
12,09509,Orange County (Southeast),1209509
12,09510,Orange County (Northeast),1209510
12,09701,Osceola County (West),1209701
12,09702,Osceola County (East),1209702
12,09901,Palm Beach County (Northeast),1209901
12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1209902
12,09903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,1209903
12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),1209904
12,09905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1209905
12,09906,Palm Beach County (East Central)--Greater Boynton Beach City (North),1209906
12,09907,Palm Beach County (Southeast)--Greater Delray Beach City,1209907
12,09908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1209908
12,09909,Palm Beach County (Westof Boca Raton City),1209909
12,09910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,1209910
12,09911,Palm Beach County (West)--Glades & Western Communities,1209911
12,10101,Pasco County (East Central),1210101
12,10102,Pasco County (West Central),1210102
12,10103,Pasco County (Gulf Coast),1210103
12,10104,Pasco County (South),1210104
12,10301,Pinellas County (North),1210301
12,10302,Pinellas County (North Central),1210302
12,10303,Pinellas County (Central)--Clearwater City (South & Central),1210303
12,10304,Pinellas County (Central)--Greater Largo City,1210304
12,10305,Pinellas County (West Central)--Greater Seminole City,1210305
12,10306,Pinellas County (Central)--Greater Pinellas Park City,1210306
12,10307,Pinellas County (Southeast)--St. Petersburg City (East),1210307
12,10308,Pinellas County (South Central)--St. Petersburg City (West),1210308
12,10501,Polk County (Northwest),1210501
12,10502,Polk County (Northeast),1210502
12,10503,Polk County (Central),1210503
12,10504,Polk County (South),1210504
12,10700,Putnam & St. Johns (South) Counties,1210700
12,10900,St. Johns County (North),1210900
12,11101,St. Lucie County (North),1211101
12,11102,St. Lucie County (South),1211102
12,11300,Santa Rosa County,1211300
12,11501,Sarasota County (North),1211501
12,11502,Sarasota County (Central & Gulf Coast),1211502
12,11503,Sarasota County (East),1211503
12,11701,Seminole County (West),1211701
12,11702,Seminole County (North Central),1211702
12,11703,Seminole County (South Central),1211703
12,11704,Seminole County (East),1211704
12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",1212100
12,12701,"Volusia County (Central & Northwest)--De Land, De Bary Cities & Pierson Town",1212701
12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1212702
12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",1212703
12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,1212704
13,00100,Coastal Regional Commission (South)--Glynn Camden & Mc Intosh Counties,1300100
13,00200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",1300200
13,00300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",1300300
13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,1300401
13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City),1300402
13,00500,Southern Georgia Regional Commission (East & Central),1300500
13,00600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City,1300600
13,00700,Southern Georgia Regional Commission (West),1300700
13,00800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",1300800
13,00900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,1300900
13,01001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City,1301001
13,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City,1301002
13,01003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South),1301003
13,01004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities,1301004
13,01005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City,1301005
13,01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North),1301006
13,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast),1301007
13,01008,Atlanta Regional Commission (Central)--De Kalb County (South),1301008
13,01100,Southwest Georgia Regional Commission (West & Central),1301100
13,01200,Heartof Georgia Altamaha Regional Commission (Southeast),1301200
13,01300,Heartof Georgia Altamaha Regional Commission (North & West),1301300
13,01400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,1301400
13,01500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,1301500
13,01600,Middle Georgia Regional Commission (North & Outside Bibb County),1301600
13,01700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties,1301700
13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),1301800
13,01900,Three Rivers Regional Commission (East),1301900
13,02001,Atlanta Regional Commission (Central)--De Kalb County (East Central)--Redan,1302001
13,02002,Atlanta Regional Commission--De Kalb County--Decatur & Avondale Estates Cities,1302002
13,02003,Atlanta Regional Commission (Central)--De Kalb County (Northeast)--Tucker,1302003
13,02004,Atlanta Regional Commission--De Kalb County (North)--Dunwoody City,1302004
13,02100,Three Rivers Regional Commission (North Central)--Coweta County,1302100
13,02200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",1302200
13,02300,Three Rivers Regional Commission (Northwest)--Carroll County,1302300
13,02400,Atlanta Regional Commission (South Central)--Fayette County,1302400
13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500
13,02600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600
13,02700,Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700
13,02800,Northwest Georgia Regional Commission (Northeast),1302800
13,02900,Northwest Georgia Regional Commission (East Central)--Bartow County,1302900
13,03001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1303001
13,03002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002
13,03003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003
13,03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004
13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005
13,03101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101
13,03102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102
13,03200,Georgia Mountains Regional Commission (North & Northwest),1303200
13,03300,Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300
13,03400,Georgia Mountains Regional Commission (South Central)--Hall County,1303400
13,03500,Georgia Mountains Regional Commission (Southeast),1303500
13,03600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1303600
13,03700,Northeast Georgia Regional Commission (East),1303700
13,03800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1303800
13,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1303900
13,04000,Central Savannah River Area Regional Commission (East Central)--Richmond County,1304000
13,04001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1304001
13,04002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1304002
13,04003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1304003
13,04004,Atlanta Regional Commission (Northeast)--Gwinnett County (East),1304004
13,04005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1304005
